N,종목명,현재가,전일비,등락률,액면가,시가총액,상장주식수,외국인비율,거래량,PER,ROE,토론실
163.0,한전KPS,37200.0,500.0,-1.33%,200.0,16740.0,45000.0,7.64,150338.0,16.71,8.61,
164.0,KG모빌리티,8760.0,0.0,0.00%,5000.0,16377.0,186956.0,24.6,0.0,-8.18,-12.1,
165.0,서울가스,327500.0,140000.0,-29.95%,5000.0,16375.0,5000.0,5.62,23596.0,92.62,1.7,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
166.0,덴티움,143300.0,1200.0,-0.83%,500.0,15862.0,11069.0,23.51,65588.0,18.43,25.86,
167.0,두산,95700.0,2100.0,-2.15%,5000.0,15813.0,16524.0,8.26,74916.0,-2.94,-36.0,
168.0,TIGER 미국테크TOP10 INDXX,10935.0,30.0,-0.27%,0.0,15681.0,143400.0,0.58,836656.0,,,
169.0,하이트진로,22350.0,250.0,+1.13%,5000.0,15675.0,70134.0,10.1,203156.0,18.3,7.72,
170.0,롯데정밀화학,59800.0,500.0,-0.83%,5000.0,15428.0,25800.0,21.24,66032.0,10.56,6.51,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
171.0,TIGER 미국필라델피아반도체나스닥,10705.0,105.0,-0.97%,0.0,15372.0,143600.0,0.93,637526.0,,,
172.0,KODEX 23-12 은행채(AA+이상)액티브,10280.0,0.0,0.00%,0.0,15275.0,148590.0,0.0,28491.0,,,
173.0,에스엘,32100.0,800.0,+2.56%,500.0,14910.0,46449.0,13.1,202670.0,9.76,9.87,
174.0,롯데칠성,159600.0,600.0,+0.38%,500.0,14809.0,9279.0,12.1,20421.0,12.5,9.11,
175.0,솔루스첨단소재,41950.0,750.0,-1.76%,100.0,14729.0,35111.0,6.21,135181.0,-161.97,-2.68,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
176.0,TIGER MSCI Korea TR,13975.0,120.0,-0.85%,0.0,14716.0,105300.0,0.18,97798.0,,,
177.0,녹십자,125700.0,1300.0,-1.02%,5000.0,14690.0,11687.0,21.86,22983.0,22.44,5.03,
178.0,대성홀딩스,91100.0,39000.0,-29.98%,1000.0,14657.0,16089.0,6.48,47846.0,404.89,0.76,
179.0,현대엘리베이,34700.0,300.0,-0.86%,5000.0,14163.0,40815.0,29.25,172603.0,18.07,6.89,
180.0,삼천리,348500.0,149000.0,-29.95%,5000.0,14132.0,4055.0,15.25,36391.0,28.69,3.58,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
181.0,효성,66800.0,600.0,-0.89%,5000.0,14075.0,21071.0,5.31,22006.0,89.91,0.6,
182.0,후성,14100.0,200.0,-1.40%,500.0,13304.0,94352.0,2.94,1120034.0,13.47,31.6,
183.0,동원시스템즈,45750.0,1700.0,-3.58%,5000.0,13264.0,28991.0,13.55,141897.0,18.57,10.4,
184.0,이수화학,46300.0,1750.0,+3.93%,5000.0,12945.0,27960.0,4.22,4305672.0,46.67,9.41,
185.0,금호타이어,4460.0,120.0,+2.76%,5000.0,12812.0,287260.0,4.4,415801.0,-16.22,-6.87,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
186.0,DL이앤씨,33000.0,950.0,-2.80%,5000.0,12769.0,38694.0,23.0,187475.0,3.43,9.7,
187.0,SK케미칼,73400.0,1800.0,-2.39%,5000.0,12664.0,17254.0,14.66,63853.0,7.54,9.11,
188.0,풍산,44800.0,0.0,0.00%,5000.0,12555.0,28024.0,14.92,634362.0,7.17,9.94,
189.0,KODEX 삼성그룹,9300.0,30.0,-0.32%,0.0,12499.0,134400.0,0.14,241968.0,,,
190.0,TIGER 2차전지테마,30490.0,720.0,-2.31%,0.0,12455.0,40850.0,0.0,2453585.0,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
191.0,대웅제약,107400.0,500.0,-0.46%,2500.0,12444.0,11587.0,7.77,25692.0,29.46,7.17,
192.0,KODEX 단기채권PLUS,106425.0,10.0,+0.01%,0.0,12361.0,11615.0,0.0,187882.0,,,
193.0,코오롱인더,44750.0,100.0,-0.22%,5000.0,12315.0,27519.0,18.75,101485.0,7.54,7.13,
194.0,KBSTAR 종합채권(A-이상)액티브,98185.0,60.0,+0.06%,0.0,12204.0,12430.0,0.0,346.0,,,
195.0,KBSTAR 200,33565.0,250.0,-0.74%,0.0,12184.0,36300.0,0.02,425227.0,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
196.0,현대백화점,51700.0,700.0,-1.34%,5000.0,12099.0,23402.0,22.48,72035.0,8.4,3.2,
197.0,LX인터내셔널,30800.0,550.0,-1.75%,5000.0,11938.0,38760.0,28.36,379110.0,2.32,25.53,
198.0,동국제강,12490.0,290.0,-2.27%,5000.0,11920.0,95433.0,25.51,300814.0,2.89,14.21,
199.0,한국앤컴퍼니,12480.0,20.0,+0.16%,500.0,11848.0,94935.0,9.04,99045.0,7.14,4.37,
200.0,KG스틸,11730.0,520.0,-4.24%,5000.0,11731.0,100009.0,2.09,2927406.0,2.19,37.73,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
201.0,DGB금융지주,6900.0,90.0,-1.29%,5000.0,11671.0,169146.0,44.23,412594.0,2.91,7.38,
202.0,아이에스동서,37700.0,700.0,-1.82%,500.0,11647.0,30893.0,3.73,143552.0,5.95,14.84,
203.0,삼아알미늄,78700.0,4500.0,-5.41%,500.0,11578.0,14712.0,36.8,289045.0,50.32,13.24,
204.0,일진하이솔루스,31350.0,800.0,+2.62%,500.0,11384.0,36313.0,1.97,126917.0,161.6,2.27,
205.0,HD현대건설기계,56900.0,100.0,-0.18%,5000.0,11210.0,19701.0,24.93,80510.0,10.05,7.99,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
206.0,SK네트웍스,4720.0,10.0,-0.21%,2500.0,11129.0,235778.0,9.16,674653.0,13.56,3.88,
207.0,GKL,17960.0,90.0,-0.50%,500.0,11109.0,61856.0,5.9,830718.0,-48.8,-5.94,
208.0,KODEX Top5PlusTR,16185.0,100.0,-0.61%,0.0,11087.0,68500.0,12.41,479.0,,,
209.0,한올바이오파마,21050.0,200.0,-0.94%,500.0,10997.0,52241.0,6.35,236070.0,4210.0,0.15,
210.0,SK가스,119100.0,2800.0,-2.30%,5000.0,10993.0,9230.0,5.24,5591.0,4.28,11.53,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
211.0,제주항공,14270.0,450.0,-3.06%,1000.0,10987.0,76994.0,3.71,293372.0,-5.07,-70.86,
212.0,SK오션플랜트,20600.0,400.0,-1.90%,500.0,10966.0,53235.0,6.04,423047.0,39.31,6.73,
213.0,KODEX 2차전지산업,29470.0,705.0,-2.34%,0.0,10815.0,36700.0,0.1,2254742.0,,,
214.0,솔루엠,21550.0,150.0,+0.70%,500.0,10776.0,50006.0,13.03,376635.0,22.78,16.93,
215.0,한샘,45600.0,550.0,-1.19%,1000.0,10731.0,23534.0,13.05,16845.0,-15.04,-13.37,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
216.0,영풍,580000.0,16000.0,-2.68%,5000.0,10684.0,1842.0,5.58,2604.0,2.91,9.96,
217.0,대덕전자,21500.0,850.0,-3.80%,500.0,10625.0,49417.0,13.89,459703.0,6.02,23.94,
218.0,코리안리,7510.0,30.0,-0.40%,500.0,10576.0,140823.0,29.77,130352.0,6.7,5.91,
219.0,DL,50300.0,1600.0,-3.08%,5000.0,10541.0,20956.0,11.51,115581.0,18.77,1.52,
220.0,TIGER TOP10,10945.0,50.0,-0.45%,0.0,10496.0,95900.0,12.21,63621.0,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
221.0,종근당,83400.0,400.0,-0.48%,2500.0,10482.0,12568.0,8.31,21087.0,12.95,13.62,
222.0,오리온홀딩스,16510.0,60.0,-0.36%,500.0,10343.0,62645.0,6.88,53810.0,10.04,4.83,
223.0,TIGER 단기통안채,103210.0,10.0,+0.01%,0.0,10008.0,9697.0,1.45,1750574.0,,,
224.0,롯데웰푸드,105700.0,1000.0,-0.94%,500.0,9972.0,9435.0,13.27,17308.0,17.82,2.89,
225.0,대한유화,153400.0,2800.0,-1.79%,5000.0,9971.0,6500.0,6.18,24381.0,-6.69,-7.66,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
226.0,율촌화학,40100.0,450.0,-1.11%,500.0,9945.0,24800.0,8.82,42331.0,-240.12,-1.22,
227.0,명신산업,18910.0,30.0,+0.16%,500.0,9922.0,52470.0,4.06,228011.0,11.57,25.18,
228.0,더존비즈온,32400.0,600.0,-1.82%,500.0,9844.0,30383.0,18.86,96094.0,42.8,5.15,
229.0,신풍제약,18500.0,130.0,-0.70%,500.0,9802.0,52985.0,5.31,157686.0,-28.86,-10.27,
230.0,PI첨단소재,33200.0,450.0,-1.34%,500.0,9750.0,29366.0,6.07,82533.0,21.32,13.7,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
231.0,아시아나항공,13040.0,140.0,-1.06%,5000.0,9703.0,74412.0,7.29,158716.0,8.79,18.48,
232.0,TCC스틸,37350.0,4050.0,-9.78%,1000.0,9700.0,25969.0,2.67,1410150.0,30.61,16.54,
233.0,SK리츠,4930.0,40.0,-0.80%,500.0,9690.0,196554.0,6.12,192841.0,259.47,0.43,
234.0,KODEX 코스닥150선물인버스,4200.0,80.0,+1.94%,0.0,9685.0,230600.0,1.59,73411965.0,,,
235.0,롯데렌탈,26000.0,350.0,-1.33%,5000.0,9525.0,36634.0,3.48,54685.0,10.09,7.48,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
236.0,NHN,26350.0,700.0,-2.59%,500.0,9491.0,36017.0,13.12,56212.0,-30.32,-1.82,
237.0,TKG휴켐스,23050.0,50.0,+0.22%,1000.0,9423.0,40879.0,6.78,138399.0,11.52,11.37,
238.0,한국콜마,40550.0,800.0,-1.93%,500.0,9278.0,22881.0,26.8,109216.0,-42.2,-3.26,
239.0,애경케미칼,18740.0,530.0,+2.91%,500.0,9117.0,48649.0,1.13,863883.0,15.16,8.47,
240.0,삼양식품,119100.0,1500.0,+1.28%,5000.0,8972.0,7533.0,9.16,34323.0,11.24,18.92,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
241.0,KODEX 인버스,4640.0,35.0,+0.76%,0.0,8937.0,192600.0,0.71,10851959.0,,,
242.0,롯데리츠,3645.0,25.0,-0.68%,500.0,8856.0,242969.0,9.88,271525.0,62.84,1.25,
243.0,하나투어,55000.0,900.0,-1.61%,500.0,8822.0,16039.0,6.6,95334.0,-12.59,-64.01,
244.0,이엔플러스,14500.0,860.0,+6.30%,500.0,8786.0,60591.0,0.45,10973598.0,-22.66,-53.0,
245.0,다우기술,19490.0,610.0,-3.03%,500.0,8744.0,44867.0,24.2,274688.0,2.35,17.36,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
246.0,한일시멘트,12620.0,20.0,+0.16%,500.0,8741.0,69262.0,2.46,32376.0,11.09,5.59,
247.0,세아베스틸지주,24000.0,350.0,+1.48%,5000.0,8607.0,35862.0,11.47,181138.0,9.46,4.91,
248.0,제이알글로벌리츠,4355.0,20.0,-0.46%,1000.0,8596.0,197376.0,9.88,327240.0,45.84,2.04,
249.0,F&F홀딩스,21950.0,1200.0,-5.18%,500.0,8586.0,39114.0,0.41,108048.0,6.49,6.64,
250.0,대웅,14660.0,280.0,-1.87%,500.0,8524.0,58142.0,5.23,62130.0,8.31,13.17,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
251.0,영원무역홀딩스,62500.0,400.0,-0.64%,500.0,8522.0,13636.0,18.41,5819.0,1.93,23.98,
252.0,LG전자우,48600.0,100.0,-0.21%,5000.0,8352.0,17186.0,40.06,26831.0,7.35,,
253.0,코스맥스,73500.0,2900.0,-3.80%,500.0,8342.0,11350.0,25.19,209287.0,40.01,3.65,
254.0,더블유게임즈,45300.0,50.0,-0.11%,500.0,8324.0,18375.0,12.15,28382.0,-6.3,-16.82,
255.0,미원상사,169900.0,100.0,+0.06%,500.0,8240.0,4850.0,2.63,701.0,11.68,22.64,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
256.0,넥센타이어,8350.0,60.0,+0.72%,500.0,8155.0,97668.0,5.02,117575.0,-31.27,-1.74,
257.0,진에어,15560.0,550.0,-3.41%,1000.0,8122.0,52200.0,2.3,384999.0,-16.43,-35.07,
258.0,롯데관광개발,10900.0,30.0,-0.27%,500.0,8040.0,73763.0,4.51,658317.0,-3.48,-154.22,
259.0,ESR켄달스퀘어리츠,3745.0,50.0,-1.32%,1000.0,7980.0,213089.0,50.48,353899.0,62.42,1.39,
260.0,KODEX 단기채권,105810.0,15.0,+0.01%,0.0,7964.0,7527.0,0.44,2318680.0,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
261.0,KODEX 코스닥150레버리지,10335.0,385.0,-3.59%,0.0,7917.0,76600.0,0.09,13657611.0,,,
262.0,태광산업,711000.0,6000.0,-0.84%,5000.0,7916.0,1113.0,4.98,922.0,2.32,8.52,
263.0,이노션,39300.0,400.0,-1.01%,500.0,7860.0,20000.0,31.46,19899.0,11.13,8.46,
264.0,HDC현대산업개발,11880.0,210.0,-1.74%,5000.0,7830.0,65907.0,7.62,188900.0,15.55,1.75,
265.0,해성디에스,45700.0,1350.0,-2.87%,5000.0,7769.0,17000.0,15.27,93189.0,4.87,42.99,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
266.0,TIGER 200 IT,30360.0,280.0,-0.91%,0.0,7560.0,24900.0,0.11,54065.0,,,
267.0,KG케미칼,54200.0,4800.0,-8.14%,5000.0,7515.0,13866.0,6.73,894174.0,2.48,47.97,
268.0,세방전지,53500.0,400.0,-0.74%,500.0,7490.0,14000.0,22.5,95550.0,17.49,3.58,
269.0,SNT모티브,51200.0,400.0,+0.79%,5000.0,7487.0,14623.0,18.72,45323.0,8.56,10.08,
270.0,DN오토모티브,74800.0,500.0,+0.67%,500.0,7476.0,9994.0,1.72,38556.0,4.13,22.81,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
271.0,녹십자홀딩스,15690.0,170.0,-1.07%,500.0,7379.0,47028.0,6.2,43481.0,23.67,3.18,
272.0,미원에스씨,140800.0,100.0,+0.07%,500.0,7181.0,5100.0,0.46,1324.0,11.08,18.38,
273.0,CJ CGV,14910.0,380.0,-2.49%,500.0,7116.0,47726.0,5.56,119687.0,-3.93,-55.24,
274.0,효성중공업,76000.0,1700.0,-2.19%,5000.0,7087.0,9325.0,10.93,74694.0,69.34,1.07,
275.0,케이카,14690.0,160.0,+1.10%,500.0,7064.0,48087.0,5.95,197607.0,23.28,11.65,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
276.0,KCC글라스,44200.0,600.0,-1.34%,1000.0,7059.0,15971.0,8.06,55405.0,7.51,6.64,
277.0,제주은행,21900.0,3250.0,-12.92%,5000.0,7036.0,32129.0,1.06,1479223.0,30.85,4.4,
278.0,한세실업,17480.0,70.0,+0.40%,500.0,6992.0,40000.0,10.22,148137.0,8.16,17.1,
279.0,KODEX 자동차,19030.0,290.0,+1.55%,0.0,6946.0,36500.0,0.13,333223.0,,,
280.0,신세계인터내셔날,19450.0,650.0,-3.23%,1000.0,6944.0,35700.0,4.92,303348.0,5.87,15.29,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
281.0,삼성 인버스 2X 천연가스 선물 ETN C,68145.0,1945.0,+2.94%,0.0,6814.0,10000.0,0.0,33964.0,,,
282.0,대신증권,13190.0,130.0,-0.98%,5000.0,6697.0,50773.0,11.75,36297.0,9.87,4.38,
283.0,대상,19320.0,90.0,-0.46%,1000.0,6694.0,34648.0,10.32,66204.0,8.38,6.57,
284.0,SBS,36500.0,500.0,+1.39%,5000.0,6662.0,18253.0,0.0,45376.0,4.37,20.64,
285.0,대한해운,2075.0,35.0,-1.66%,500.0,6623.0,319177.0,6.45,813803.0,4.2,11.21,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
286.0,자화전자,30500.0,1200.0,-3.79%,500.0,6614.0,21684.0,4.62,217090.0,-15.38,-11.9,
287.0,동양생명,4080.0,120.0,-2.86%,5000.0,6583.0,161359.0,82.33,470032.0,8.89,2.99,
288.0,티웨이항공,3365.0,280.0,-7.68%,500.0,6542.0,194414.0,1.41,4721552.0,-5.07,-222.35,
289.0,프레스티지바이오파마,10870.0,300.0,-2.69%,0.0,6532.0,60096.0,63.21,64824.0,-4.48,-32.84,
290.0,우리종금,746.0,17.0,-2.23%,500.0,6522.0,874203.0,2.55,1019005.0,7.1,14.4,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
291.0,LX홀딩스,8510.0,20.0,-0.23%,1000.0,6491.0,76281.0,9.79,248590.0,3.89,,
292.0,드림텍,9530.0,40.0,-0.42%,100.0,6428.0,67446.0,24.02,318321.0,9.85,17.24,
293.0,삼양홀딩스,74500.0,900.0,+1.22%,5000.0,6380.0,8564.0,8.12,10582.0,9.3,4.01,
294.0,한국단자,60900.0,200.0,-0.33%,500.0,6343.0,10415.0,21.58,14124.0,13.02,5.69,
295.0,KODEX MSCI Korea TR,11125.0,80.0,-0.71%,0.0,6330.0,56900.0,1.16,1402.0,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
296.0,HD현대에너지솔루션,56400.0,200.0,+0.36%,5000.0,6317.0,11200.0,13.24,367138.0,10.42,17.27,
297.0,바이오노트,6200.0,120.0,-1.90%,500.0,6316.0,101876.0,0.95,276360.0,1.89,21.48,
298.0,SPC삼립,73000.0,2000.0,-2.67%,5000.0,6299.0,8629.0,2.94,16002.0,11.83,14.7,
299.0,SK디스커버리,32550.0,500.0,-1.51%,5000.0,6197.0,19038.0,9.64,43978.0,1.55,16.34,
300.0,보령,9010.0,230.0,-2.49%,500.0,6189.0,68690.0,6.07,238850.0,14.77,8.47,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
301.0,한섬,25050.0,150.0,+0.60%,500.0,6170.0,24630.0,25.58,41321.0,5.02,9.56,
302.0,ACE 종합채권(AA-이상)KIS액티브,96590.0,115.0,-0.12%,0.0,6140.0,6357.0,0.0,817.0,,,
303.0,TIGER KOFR금리액티브(합성),101370.0,10.0,+0.01%,0.0,6087.0,6005.0,0.0,11847.0,,,
304.0,ARIRANG 200,34095.0,210.0,-0.61%,0.0,6069.0,17800.0,0.04,79393.0,,,
305.0,쏘카,18390.0,20.0,+0.11%,100.0,6025.0,32762.0,0.48,38349.0,-30.86,-9.1,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
306.0,DI동일,22700.0,650.0,-2.78%,500.0,5911.0,26041.0,1.9,241515.0,10.98,9.37,
307.0,한화투자증권,2715.0,100.0,-3.55%,5000.0,5825.0,214548.0,6.85,769002.0,-10.86,-3.2,
308.0,세방,30150.0,12900.0,-29.97%,500.0,5822.0,19309.0,11.93,295602.0,6.58,11.12,
309.0,ACE 미국S&P500,13940.0,30.0,+0.22%,0.0,5771.0,41400.0,0.74,131061.0,,,
310.0,현대홈쇼핑,48050.0,100.0,-0.21%,5000.0,5766.0,12000.0,24.93,4629.0,6.68,4.5,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
311.0,쿠쿠홈시스,25600.0,150.0,-0.58%,100.0,5744.0,22437.0,4.9,20818.0,5.01,17.66,
312.0,이수페타시스,9050.0,150.0,-1.63%,1000.0,5724.0,63246.0,6.55,1517113.0,5.59,58.92,
313.0,세아제강지주,138000.0,3800.0,-2.68%,5000.0,5715.0,4142.0,8.78,9502.0,2.05,20.56,
314.0,동원F&B,29600.0,1100.0,-3.58%,1000.0,5712.0,19296.0,6.78,18264.0,6.29,10.8,
315.0,삼성SDI우,352000.0,8000.0,-2.22%,5000.0,5695.0,1618.0,19.95,7129.0,12.69,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
316.0,KBSTAR 23-11 회사채(AA-이상)액티브,51530.0,10.0,+0.02%,0.0,5692.0,11046.0,0.0,11793.0,,,
317.0,KBSTAR 단기통안채,107600.0,5.0,0.00%,0.0,5681.0,5280.0,0.91,1998143.0,,,
318.0,부광약품,7990.0,90.0,-1.11%,500.0,5678.0,71063.0,5.99,114873.0,-228.29,-0.93,
319.0,HSD엔진,7870.0,60.0,-0.76%,1000.0,5631.0,71544.0,2.96,492609.0,-12.53,-18.7,
320.0,일동제약,20950.0,250.0,-1.18%,1000.0,5615.0,26803.0,5.6,141200.0,-3.9,-82.28,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
321.0,QV 코스피 변동성 매칭형 양매도 ETN,7975.0,0.0,0.00%,0.0,5582.0,70000.0,0.0,13.0,,,
322.0,LG생활건강우,265000.0,2000.0,+0.76%,5000.0,5564.0,2100.0,64.66,6513.0,19.85,,
323.0,애경산업,20950.0,550.0,-2.56%,1000.0,5533.0,26410.0,4.25,94579.0,33.41,4.7,
324.0,지누스,29050.0,550.0,-1.86%,500.0,5491.0,18901.0,13.32,30110.0,18.08,5.32,
325.0,파미셀,9110.0,40.0,-0.44%,500.0,5468.0,60017.0,9.25,135547.0,50.05,15.16,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
326.0,쿠쿠홀딩스,15370.0,80.0,-0.52%,100.0,5466.0,35562.0,7.05,13734.0,4.68,12.72,
327.0,삼성 레버리지 WTI원유 선물 ETN,1350.0,10.0,-0.74%,0.0,5454.0,404000.0,0.0,505037.0,,,
328.0,티와이홀딩스,10690.0,20.0,-0.19%,500.0,5444.0,50929.0,4.96,22755.0,6.09,6.31,
329.0,TIGER 단기채권액티브,51875.0,5.0,+0.01%,0.0,5415.0,10438.0,0.01,937526.0,,,
